issue_type,vendor,source_file,item_name,sku,gtin,category,default_unit_cost,price,details
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-1030CG: 10GPM at 3500psi Manatee Gear Drive with CRX 750cc MGD-1030CG,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-1035HA: 11GPM at 3000psi Manatee Gear Drive Honda IGX800 With AR Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-1035HC: 10GPM at 3500psi Manatee Gear Drive Honda IGX800 With Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-1035HG: 10GPM at 3500psi Manatee Gear Drive Honda IGX800 With General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-1230CG: Manatee Gear Drive 12GPM at 2700psi with CRX750 Engine and General Pump TSF2421,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-1230HG: 12GPM at 2500psi Manatee Gear Drive Honda IGX800 With General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4040CA: Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 & AR RG1528HN Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4040CC: Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 & Comet RW4040 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4040CG: Manatee Gear Drive 4GPM @ 4000PSI w/ CRX420 & GP TSS1511 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4040HA: Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 & AR RG1528HN Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4040HC: Manatee Gear Drive 4GPM @ 4000PSI w/ GX390 & Comet RW4040 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4040HG: Manatee Gear Drive 4GPM @ 4000PSI w/ Honda GX390 & General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4535CG: Manatee Gear Drive 4.5GPM @ 3500PSI w/ CRX420 & GP TS1011 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-4535HG: Manatee Gear Drive 4.5GPM @ 3500PSI w/ GX390,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5530CA: 5.5GPM at 3000psi Manatee Gear Drive CRX420 With AR Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5530CC: 5.5GPM at 3000psi Manatee Gear Drive CRX420 With Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5530CG: 5.5GPM at 3000psi Manatee Gear Drive CRX420 With General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5530HA: 5.5GPM at 3000psi Manatee Gear Drive Honda GX390 With AR Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5530HC: 5.5GPM at 3000psi Manatee Gear Drive Honda GX390 With Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5530HG: 5.5GPM at 3000psi Manatee Gear Drive Honda GX390 With General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5535HA: 5.5GPM at 3500psi Manatee Gear Drive Honda GX630 AR Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5535HC: 5.5GPM at 3500psi Manatee Gear Drive Honda GX630 Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-5535HG Honda GX630 with General Pump TSS1021 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8025CC: Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 & Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8025CG: Manatee Gear Drive 8GPM @ 2500PSI w/ CRX420 & GP TSF2021 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8025HC: Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 & Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8025HG: Manatee Gear Drive 8GPM @ 2500PSI w/ GX390 & GP TSF2021 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035CA: 8GPM at 3500psi Manatee Gear Drive with CRX 680cc AR Pump MGD-8035CA,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035CC: 8GPM at 3500psi MGD with CRX 680cc and Comet Pump MGD-8035CC,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035CCAT: Manatee Gear Drive 8GPM at 3500psi w/ CRX680 & CAT Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035CG: 8GPM at 3500psi MGD with CRX 680cc with General Pump MGD-8035CG,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035HA: 8GPM at 3500psi Manatee Gear Drive Honda GX690 With AR Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035HC: 8GPM at 3500psi Manatee Gear Drive Honda GX690 with Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035HCAT: Manatee Gear Drive 8GPM at 3500psi w/ Honda GX690 & CAT Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8035HG: 8GPM at 3500psi Manatee Gear Drive Honda GX690 with General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8040CA: 8GPM at 4000psi Manatee Gear Drive CRX750 with AR XWAM8G35N Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8040CC: Manatee Gear Drive 8GPM @ 4000PSI w/ CRX750 & Comet TW8036 Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8040CG: 8GPM at 4000psi Manatee Gear Drive with CRX 750cc MGD-8040CG,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8040HA: Manatee Gear Drive 8GPM @ 4000PSI w/ iGX800 & AR XWAM8G35N Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8040HC: 8GPM at 4000psi Manatee Gear Drive Honda iGX800 with Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MGD-8040HG: 8GPM at 4000PSI Manatee Gear Drive Honda iGX800 with General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Manatee Mixing System w/ EZ BLEND Block Mount - 1/2"" 3-Way",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Manatee Mixing System w/ EZ BLEND Block Mount - 3/4"" 3-Way",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Manatee Mixing System w/ EZ BLEND Block Mount - 1"" 3-Way",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Manatee Mixing System w/ EZ BLEND Block Mount - 1"" 4-Way",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Electric 3.5GPM 2500PSI Pressure Washer Skid,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Clear Poly Braided Hose - Full Rolls,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Clear Poly Braided Hose - By the Foot,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 1/2"" Blue 200ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 1/2"" Blue 300ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 1/2"" Red 200ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 1/2"" Red 300ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 1/2"" Yellow 200ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 1/2"" Yellow 300ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 5/8"" Blue 200ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 5/8"" Blue 300ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 5/8"" Red 200ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 5/8"" Red 300ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 5/8"" Yellow 200ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 5/8"" Yellow 300ft Softwash Hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"Rampage 3/4"" Blue Softwash Hose | 200ft Roll & By-the-Foot",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Arctic Crush-Proof Hose - 100ft Roll,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"RAMPAGE Smooth Gray 3/8"" Single Wire 4300 PSI Whip hoses",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"RAMPAGE BEAST Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"RAMPAGE BEAST Smooth Gray 1/2"" Double Wire 6200 PSI Whip hoses",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,PSI Bandit Comet P40 & Honda Softwash System,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Crush-Proof Hose Saturn Green - 100ft Roll,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Siamese Kit for Commercial Pressure Washers,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Soft Wash Respirator,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,325 Gallon Poly Tank,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,525 Gallon Poly Tank,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Whisper Wash Classic Surface Cleaner WW2000,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,1/4 Meg SS Spray Tip w/ Vane,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,XJet M5 End of the Line Injection System,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,Tucker® Water Fed Pole - H2Pro 3-Stage Kit,,,Tucker > Pure Water Systems,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,Water Fed Brush | Tucker® Glide - 4 Pencil Jets,,,Tucker > Accessories,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,Tucker® Water Fed Pole - Skid Mount Kit,,,Tucker > Accessories,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,Tucker® Alpha Solar Honey Badger,,,Tucker > Catalog,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,The ULTIMATE DIY Kit,,,Tucker > Catalog,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,Tucker® BOAB by Takaki Works,,,Tucker > Catalog,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,ULTIMATE Rival Residential Kit,,,Tucker > Catalog,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Tucker,tucker list 2.docx,Tucker® Alpha Glide,,,Tucker > Catalog,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
